# timestamp_grid lon_SD_grid lat_SD_grid taux_c_SD_grid tauy_c_SD_grid ucur_SD_grid[:,iz] vcur_SD_grid[:,iz] ucur_SD_grid_bp[:,iz] vcur_SD_grid_bp[:,iz] tau_dot_sfcvel_SD energy_input_SD
1.694481600000000000e+09 -6.566964480000000037e+01 2.212345279999999903e+01 1.959303724927901058e-01 -5.488015176402157719e-02 -1.389999999999997904e+01 6.400000000000005684e+00 -6.338244986266356129e+00 -2.330830102343145249e+00 -3.074665148939517006e-02 -2.885001819403738637e+02
1.694482200000000000e+09 -6.566165759999999807e+01 2.212796960000000013e+01 1.586750353496579891e-01 -4.782235573609134455e-02 -2.160000000000001918e+01 5.899999999999994138e+00 -6.322412612491490336e+00 -2.412224165526500652e+00 -3.709532662395554486e-02 -3.088527753743791209e+02
1.694482800000000000e+09 -6.565428479999999922e+01 2.213219520000000173e+01 1.710525819427034244e-01 -5.603057290275146457e-02 -2.040000000000001990e+01 6.600000000000005862e+00 -6.300448077685588899e+00 -2.490773164963819841e+00 -3.859274452789313026e-02 -3.315591967199336523e+02
1.694483400000000000e+09 -6.565005440000000192e+01 2.213913120000000134e+01 1.811082213418639397e-01 -6.620130336071565480e-02 -2.450000000000001066e+01 6.200000000000005507e+00 -6.272387718481584606e+00 -2.566396576706693633e+00 -4.847599503712106406e-02 -3.576798185894379003e+02
1.694484000000000000e+09 -6.564734079999999494e+01 2.214806880000000078e+01 1.837636345283201189e-01 -3.214078005353739748e-02 -2.280000000000001847e+01 1.100000000000001066e+01 -6.238274783321470451e+00 -2.639016379333721574e+00 -4.543359447834614123e-02 -3.858526954440781083e+02
1.694484600000000000e+09 -6.564426240000000234e+01 2.215707839999999962e+01 1.934156708492636156e-01 -4.958768781111963508e-02 -2.170000000000000995e+01 8.800000000000007816e+00 -6.198159380713644140e+00 -2.708557079185221816e+00 -4.633491710166875999e-02 -4.133832489180826997e+02
1.694485200000000000e+09 -6.564082559999999944e+01 2.216664000000000101e+01 1.961298875335839298e-01 -5.516609704889766097e-02 -2.050000000000000711e+01 1.430000000000000071e+01 -6.152098380523302268e+00 -2.774945720490800571e+00 -4.809537882237708423e-02 -4.417123376952963554e+02
1.694485800000000000e+09 -6.563752959999999348e+01 2.217514560000000046e+01 1.261234694875774665e-01 -4.417661508317161784e-02 -1.469999999999997975e+01 1.539999999999999147e+01 -6.100155270173568844e+00 -2.838111887379486387e+00 -2.534334873748228523e-02 -4.637439559632541659e+02
1.694486400000000000e+09 -6.563422079999999426e+01 2.218360320000000030e+01 1.905031131630922914e-01 -7.305366382531083835e-02 -1.219999999999998863e+01 1.459999999999999076e+01 -6.042399966478200213e+00 -2.897987698377192611e+00 -3.390721472439261336e-02 -4.815191250018167466e+02
1.694487000000000000e+09 -6.563071999999999662e+01 2.219213919999999973e+01 1.682791256107483424e-01 -2.673136237437187535e-02 -1.250000000000000000e+01 1.150000000000000000e+01 -5.978908598134311525e+00 -2.954507824578075148e+00 -2.410899737439630916e-02 -4.989239886314533123e+02
1.694487600000000000e+09 -6.562689919999999688e+01 2.220058879999999846e+01 1.617250342097613924e-01 -3.612813334240020519e-02 -9.899999999999998579e+00 1.009999999999999787e+01 -5.909763299089294541e+00 -3.007609562383792401e+00 -1.965971985434879568e-02 -5.120546038000768476e+02
1.694488200000000000e+09 -6.562309759999999415e+01 2.220898880000000020e+01 1.839281040939440559e-01 -2.944175181602181474e-02 -1.110000000000002096e+01 7.000000000000006217e+00 -5.835052028408928670e+00 -3.057232945449308126e+00 -2.247694218154935517e-02 -5.246956024108462771e+02
1.694488800000000000e+09 -6.561926400000000115e+01 2.221752160000000131e+01 1.851503579456715565e-01 -2.736061170883949401e-02 -1.350000000000002309e+01 7.200000000000006395e+00 -5.754868409320000211e+00 -3.103320864838374327e+00 -2.696526236570214591e-02 -5.395282637750217418e+02
1.694489400000000000e+09 -6.561543679999999767e+01 2.222649439999999998e+01 2.066378907017732136e-01 -2.665516049192787409e-02 -7.600000000000006750e+00 1.459999999999999076e+01 -5.669311582075998501e+00 -3.145819161070384506e+00 -1.959613312515624470e-02 -5.534966824222792638e+02
1.694490000000000000e+09 -6.561171840000000088e+01 2.223531840000000059e+01 1.679775069719726399e-01 -1.092516848416248514e-02 -9.699999999999997513e+00 9.800000000000007816e+00 -5.578486040320465023e+00 -3.184676656566404862e+00 -1.736448468772926537e-02 -5.645848677661449528e+02
1.694490600000000000e+09 -6.560807040000000256e+01 2.224423519999999854e+01 1.681526670827657999e-01 -4.559464820788849959e-02 -1.049999999999999822e+01 1.390000000000000213e+01 -5.482501442175532702e+00 -3.219845159676183233e+00 -2.399368614458690513e-02 -5.769923190158397119e+02
1.694491200000000000e+09 -6.560442240000000425e+01 2.225280479999999983e+01 1.357933051473360353e-01 -4.257133074820641100e-02 -1.110000000000002096e+01 1.179999999999998828e+01 -5.381472436223041278e+00 -3.251279490441247866e+00 -2.009647389964267991e-02 -5.902193670291085255e+02
1.694491800000000000e+09 -6.560054399999999930e+01 2.226147999999999882e+01 1.976262803252759881e-01 -6.248793023564111482e-02 -5.000000000000004441e+00 1.570000000000000284e+01 -5.275518498518957600e+00 -3.278937519303113834e+00 -1.969191906325946581e-02 -6.021558849179791650e+02
1.694492400000000000e+09 -6.559626880000000426e+01 2.227073760000000036e+01 2.219402697914827916e-01 -7.935675651633732064e-02 -6.999999999999895195e-01 1.939999999999999503e+01 -5.164763720889125054e+00 -3.302780186704904697e+00 -1.694879265270979318e-02 -6.131480984327702117e+02
1.694493000000000000e+09 -6.559192960000000028e+01 2.227982719999999972e+01 1.992584976703087596e-01 -5.749541137912592831e-02 -6.800000000000006040e+00 1.330000000000000071e+01 -5.049336548470616748e+00 -3.322771504615580795e+00 -2.119646755500475752e-02 -6.245916764950845845e+02
1.694493600000000000e+09 -6.558750720000000456e+01 2.228876320000000177e+01 1.979999327788235230e-01 -5.373103573591442306e-02 -2.800000000000002487e+00 9.200000000000008171e+00 -4.929369542559364881e+00 -3.338878596905309859e+00 -1.048725340551119427e-02 -6.340967927832391524e+02
1.694494200000000000e+09 -6.558447999999999922e+01 2.229739999999999966e+01 1.780397353137187777e-01 -5.336226351282238878e-02 -4.299999999999992717e+00 1.109999999999999787e+01 -4.804999193213629560e+00 -3.351071814395281123e+00 -1.357891986841317997e-02 -6.413166447654164131e+02
1.694494800000000000e+09 -6.558154879999999309e+01 2.230660160000000047e+01 1.977793360318713944e-01 -6.174078095160356189e-02 6.000000000000005329e-01 1.020000000000000995e+01 -4.676365726058307359e+00 -3.359324861251493655e+00 -5.110883640872340532e-03 -6.469235858182021275e+02
1.694495400000000000e+09 -6.557869440000000338e+01 2.231553919999999991e+01 1.934816670086720314e-01 -4.040965017410826782e-02 1.899999999999990585e+00 5.499999999999993783e+00 -4.543612870759494271e+00 -3.363614884426709306e+00 1.453620913588798014e-03 -6.480207646363871845e+02
1.694496000000000000e+09 -6.557589760000000467e+01 2.232446559999999991e+01 2.198180097811332501e-01 -9.718858639657751430e-02 2.200000000000001954e+00 6.699999999999994849e+00 -4.406887606508424149e+00 -3.363922562312709807e+00 -1.675639073385752804e-03 -6.480873700843264942e+02
1.694496600000000000e+09 -6.557290879999999333e+01 2.233360640000000075e+01 1.809803270121114471e-01 -5.933527903748200133e-02 8.499999999999996447e+00 8.800000000000007816e+00 -4.266339905033108337e+00 -3.360232198769437684e+00 1.016182324073104659e-02 -6.455415148341228360e+02
1.694497200000000000e+09 -6.557016319999999610e+01 2.234221760000000145e+01 1.658988467052783244e-01 -4.248943039646606301e-02 6.099999999999994316e+00 6.499999999999994671e+00 -4.122122470155774820e+00 -3.352531784340902821e+00 7.358016673251676840e-03 -6.402855628599279498e+02
1.694497800000000000e+09 -6.556756479999999954e+01 2.235052960000000155e+01 2.040560860918173569e-01 -3.899101119555285072e-02 5.600000000000004974e+00 6.899999999999995026e+00 -3.974390485370407067e+00 -3.340813036389914004e+00 8.736761048648636341e-03 -6.354571295433579508e+02
1.694498400000000000e+09 -6.556470400000000609e+01 2.235958720000000000e+01 2.081176498291480159e-01 -1.818190612893635233e-02 7.299999999999995381e+00 7.299999999999995381e+00 -3.823301398039652188e+00 -3.325071449011942626e+00 1.386530929011544136e-02 -6.286765084417286289e+02
1.694499000000000000e+09 -6.556165120000000002e+01 2.236873280000000008e+01 2.328365168192951529e-01 -1.003301128492440708e-03 1.029999999999999716e+01 6.099999999999994316e+00 -3.669014717726314156e+00 -3.305306345059482620e+00 2.392095986354935561e-02 -6.173406276956291094e+02
1.694499600000000000e+09 -6.555891839999999604e+01 2.237764160000000047e+01 2.173210589194665421e-01 -1.607400227710033269e-02 1.009999999999999787e+01 4.299999999999992717e+00 -3.511691788570500794e+00 -3.281520927304397262e+00 2.125824485295080279e-02 -6.037868662806790780e+02
1.694500200000000000e+09 -6.555616639999999506e+01 2.238603039999999922e+01 2.198540455923246872e-01 -1.451736399287747309e-02 1.280000000000001137e+01 4.400000000000003908e+00 -3.351495546466853437e+00 -3.253722341413823216e+00 2.750255382013097605e-02 -5.891586266787546720e+02
1.694500800000000000e+09 -6.555345280000000230e+01 2.239421760000000106e+01 1.377423946777925068e-01 -2.670207358420995797e-02 2.270000000000000995e+01 2.499999999999991118e+00 -3.188590264501514948e+00 -3.221921744870308135e+00 3.059997175225366919e-02 -5.717278690070393168e+02
1.694501400000000000e+09 -6.555377280000000439e+01 2.239863679999999846e+01 2.449024938955995656e-01 -4.022025621930227363e-02 1.559999999999999076e+01 -2.699999999999991296e+00 -3.023141266956473672e+00 -3.186134380646011177e+00 3.929073596563466969e-02 -5.507606566916726933e+02
1.694502000000000000e+09 -6.555561600000000055e+01 2.240204639999999969e+01 2.312890663339123853e-01 -3.642938749708420770e-02 1.248461538461538467e+01 -6.869230769230764366e+00 -2.855314669305082376e+00 -3.146379680380216648e+00 3.137796905344891751e-02 -5.295600451859477289e+02
1.694502600000000000e+09 -6.555695359999999994e+01 2.240552800000000033e+01 2.587088518993340691e-01 -3.517409434833909665e-02 1.325384615384615472e+01 -6.007692307692302336e+00 -2.685277216503467734e+00 -3.102681395847826984e+00 3.640202457758503346e-02 -5.092260470966375578e+02
1.694503200000000000e+09 -6.555827200000000232e+01 2.240845600000000104e+01 2.768606219082032083e-01 -1.576774290298702669e-02 1.402307692307692477e+01 -5.146153846153840306e+00 -2.513196164753318751e+00 -3.055067705636122177e+00 3.963581028775021303e-02 -4.864146966370367409e+02
1.694503800000000000e+09 -6.555929600000000335e+01 2.241100000000000136e+01 2.133949945038149942e-01 -2.569596784168851414e-02 1.479230769230769482e+01 -4.284615384615377387e+00 -2.339239124427358263e+00 -3.003571259038720243e+00 3.266701757835822201e-02 -4.647238482772042971e+02
1.694504400000000000e+09 -6.556102400000000330e+01 2.241388320000000078e+01 2.212833250270218044e-01 -1.971328255899032142e-02 1.556153846153846487e+01 -3.423076923076915357e+00 -2.163573869387495741e+00 -2.948229175543540137e+00 3.510989055910891665e-02 -4.443907758359641775e+02
1.694505000000000000e+09 -6.556255360000000110e+01 2.241652159999999938e+01 2.424553345634441193e-01 -4.239260248332629537e-03 1.633076923076923492e+01 -2.561538461538453326e+00 -1.986368142430223305e+00 -2.889083030286387022e+00 3.970341145699128604e-02 -4.219467852311340721e+02
1.694505600000000000e+09 -6.556420479999999884e+01 2.241942560000000029e+01 2.844768284314473927e-01 -1.184220743593182232e-02 1.710000000000000497e+01 -1.699999999999990408e+00 -1.807789464444597538e+00 -2.826178834962938868e+00 4.884685518818835531e-02 -3.953817052375802632e+02
1.694506200000000000e+09 -6.556577280000000485e+01 2.242248000000000019e+01 2.871311038134329863e-01 -3.492980210843003863e-02 2.359999999999999787e+01 -6.600000000000005862e+00 -1.628004936721539897e+00 -2.759567025073902613e+00 7.006830743912656478e-02 -3.597071564493858205e+02
1.694506800000000000e+09 -6.556705920000000276e+01 2.242485759999999928e+01 2.832447450463691507e-01 1.517327266565223409e-03 1.259999999999998899e+01 -8.800000000000007816e+00 -1.447181037277213145e+00 -2.689302480978282173e+00 3.555531307638474386e-02 -3.280200702947324771e+02
1.694507400000000000e+09 -6.556913280000000555e+01 2.242771199999999965e+01 2.551690518303772470e-01 -1.806903979608520325e-02 1.161162790697675362e+01 -3.609302325581398740e+00 -1.265483470026531831e+00 -2.615444575080624556e+00 3.028144710587439559e-02 -3.082690422400546595e+02
1.694508000000000000e+09 -6.557146240000000148e+01 2.243085920000000044e+01 2.552867647192016420e-01 -1.291339571796169990e-02 1.919999999999999574e+01 -5.499999999999993783e+00 -1.083077081714175938e+00 -2.538057184453513138e+00 4.972529559057459192e-02 -2.842670194311199339e+02
1.694508600000000000e+09 -6.557300480000000675e+01 2.243407360000000139e+01 2.294119828550585383e-01 -2.445522731857776091e-02 1.859999999999999432e+01 -7.200000000000006395e+00 -9.001257419866730558e-01 -2.457208658121964984e+00 4.443140517797847244e-02 -2.560200092005541137e+02
1.694509200000000000e+09 -6.557424000000000319e+01 2.243711839999999924e+01 2.637725696434456424e-01 -3.928815880667654165e-02 1.670000000000000284e+01 -8.000000000000007105e+00 -7.167921525775473590e-01 -2.372971795223171476e+00 4.719307183498955977e-02 -2.285326660966636609e+02
1.694509800000000000e+09 -6.557497600000000659e+01 2.243953120000000112e+01 2.452789068348375789e-01 -4.993851067476851036e-02 1.370000000000000107e+01 -4.299999999999992717e+00 -5.332376822149442752e-01 -2.285423839865121209e+00 3.575056619538779373e-02 -2.036495746875505120e+02
1.694510400000000000e+09 -6.557507839999999533e+01 2.244187519999999836e+01 2.277709847351655492e-01 -7.013832142048685714e-02 1.750000000000000355e+01 -1.400000000000001243e+01 -3.496222622733888841e-01 -2.194646463527312186e+00 4.967928732752215082e-02 -1.780206186306775180e+02
1.694511000000000000e+09 -6.557549439999999663e+01 2.244460799999999878e+01 2.644552930119044576e-01 -5.297882701045304038e-02 1.439999999999999147e+01 -6.899999999999995026e+00 -1.661042867442998339e-01 -2.100725753154874198e+00 4.173710125743547439e-02 -1.505957020551902588e+02
1.694511600000000000e+09 -6.557663999999999760e+01 2.244768639999999849e+01 2.580412499643408020e-01 -2.059045067889430161e-02 1.979999999999999716e+01 -1.129999999999999893e+01 1.715951312485772956e-02 -2.003752204383748126e+00 5.341888841965453105e-02 -1.220489051520629573e+02
1.694512200000000000e+09 -6.557765759999999489e+01 2.245047519999999963e+01 2.882023261812783899e-01 -3.461184332467260455e-02 2.179999999999999716e+01 -3.000000000000002665e+00 2.000142181462205848e-01 -1.903820674045515027e+00 6.386646240725886436e-02 -8.686329990398905920e+01
1.694512800000000000e+09 -6.557884160000000406e+01 2.245306079999999938e+01 2.984633391232318633e-01 1.765848540064026556e-02 1.450000000000000178e+01 -2.000000000000001776e-01 3.823068792064337473e-01 -1.801030269830204755e+00 4.324186720206734530e-02 -5.473080102119126877e+01
1.694513400000000000e+09 -6.558026239999999518e+01 2.245561599999999913e+01 2.588876631517413318e-01 3.925253972610859982e-02 2.039999999999999503e+01 0.000000000000000000e+00 5.638866373679614075e-01 -1.695484191822003384e+00 5.281308328295521853e-02 -2.591431587568433770e+01
1.694514000000000000e+09 -6.558108160000000453e+01 2.245757439999999860e+01 2.045953150059403869e-01 1.771843957010913254e-02 2.640000000000000213e+01 -8.999999999999896971e-01 7.446048235323141640e-01 -1.587289578341525287e+00 5.385369720543728422e-02 6.085718270833353927e+00
1.694514600000000000e+09 -6.558161280000000204e+01 2.245956800000000086e+01 1.988276120810147651e-01 2.182414899431912511e-02 1.939999999999999503e+01 -8.699999999999995737e+00 9.243151018030880683e-01 -1.476557414907264887e+00 3.667385578121108713e-02 3.324398416682777224e+01
1.694515200000000000e+09 -6.558292480000000069e+01 2.246217760000000041e+01 2.493948293121227844e-01 -7.705118190567630636e-03 2.099999999999999645e+01 -7.200000000000006395e+00 1.102873608642716441e+00 -1.363402515055217368e+00 5.292768266526664406e-02 6.012444570077116168e+01
1.694515800000000000e+09 -6.558355840000000114e+01 2.246434560000000147e+01 1.573341089949208960e-01 5.899734100604503255e-03 2.059999999999999432e+01 -6.000000000000005329e+00 1.280139025964625032e+00 -1.247943517499521482e+00 3.205684240691742543e-02 8.561980322242641250e+01
1.694516400000000000e+09 -6.558420479999999486e+01 2.246664799999999929e+01 2.985466780133743114e-01 -1.866313825631596077e-02 1.839999999999999503e+01 4.999999999999893419e-01 1.455972629550622788e+00 -1.130302818758646355e+00 5.483927306317927519e-02 1.116886378634554831e+02
1.694517000000000000e+09 -6.558531840000000557e+01 2.246885119999999958e+01 2.163665378180154031e-01 1.163084604150913318e-02 1.890000000000000568e+01 -1.410000000000000142e+01 1.630238341259065527e+00 -1.010606446068643471e+00 3.925332635575213419e-02 1.399164176891349598e+02
1.694517600000000000e+09 -6.558607999999999549e+01 2.247061760000000064e+01 2.386177176842167735e-01 2.232789279573218350e-02 2.490000000000001279e+01 -1.290000000000000036e+01 1.802802787431862619e+00 -8.889839788119925368e-01 5.653551353272055768e-02 1.686530696556767452e+02
1.694518200000000000e+09 -6.558693119999999510e+01 2.247246720000000053e+01 2.618155666496555511e-01 6.302687315442788429e-02 1.759999999999999432e+01 -1.800000000000001599e+00 1.973535381714092596e+00 -7.655685257511286590e-01 4.494505601355965746e-02 1.990972405195607280e+02
1.694518800000000000e+09 -6.558782080000000292e+01 2.247405600000000092e+01 2.578843204076727846e-01 6.107154578854735727e-02 2.279999999999999716e+01 -3.899999999999992362e+00 2.142308405117656633e+00 -6.404966168543613225e-01 5.641583476719604778e-02 2.295055077537874695e+02
1.694519400000000000e+09 -6.558951039999999466e+01 2.247589599999999876e+01 2.819956786108825386e-01 9.450546110507387909e-02 2.480000000000000071e+01 -8.600000000000008527e+00 2.308997065213064026e+00 -5.139080021950327426e-01 6.180745864046251897e-02 2.649724957760849975e+02
1.694520000000000000e+09 -6.559063039999999489e+01 2.247777599999999865e+01 2.525062062155412068e-01 7.716386355684903831e-02 2.171029900332226958e+01 -4.010963455149505030e+00 2.473479567919893096e+00 -3.859454922607336025e-01 5.172483800349287481e-02 2.990321847692716801e+02
1.694520600000000000e+09 -6.559171200000000113e+01 2.247950880000000140e+01 2.339240416711661219e-01 3.360879479484758792e-02 2.300000000000000000e+01 -9.200000000000008171e+00 2.635637187015219318e+00 -2.567548515980526691e-01 5.071052046324222434e-02 3.297627923092921947e+02
1.694521200000000000e+09 -6.559278079999999989e+01 2.248124160000000060e+01 1.920862772376223659e-01 7.871839277141680358e-02 1.839999999999999503e+01 -3.499999999999992006e+00 2.795354292255328943e+00 -1.264846796888806080e-01 3.258873126472291992e-02 3.547525678276816734e+02
1.694521800000000000e+09 -6.559422080000000221e+01 2.248211680000000001e+01 2.154999622100033096e-01 8.250465446240363987e-02 1.959999999999999432e+01 -3.299999999999991829e+00 2.952518344131548567e+00 4.713739851797325159e-03 3.951533899590133070e-02 3.763837889058689257e+02
1.694522400000000000e+09 -6.559609600000000285e+01 2.248331040000000058e+01 1.724376014999261519e-01 4.505820833004088588e-02 2.030996677740864698e+01 -7.776411960132897150e+00 3.107019883536277671e+00 1.366866119872353624e-01 3.151810767479641673e-02 3.976938229070782427e+02
1.694523000000000000e+09 -6.559768320000000585e+01 2.248506240000000034e+01 2.097664981115683058e-01 4.031046814843018689e-02 2.099999999999999645e+01 -9.899999999999998579e+00 3.258752542738060143e+00 2.692777786284527575e-01 4.006022825673474785e-02 4.191673236865375998e+02
1.694523600000000000e+09 -6.559930239999999912e+01 2.248659359999999907e+01 2.759974685142538298e-01 7.169410887235767860e-02 2.099999999999999645e+01 -8.600000000000008527e+00 3.407613077781652677e+00 4.023288222702491312e-01 5.179377502497053282e-02 4.467235246710491765e+02
1.694524200000000000e+09 -6.560132480000000044e+01 2.248822399999999888e+01 3.062566069636163402e-01 7.923015936727779984e-02 2.179999999999999716e+01 -8.899999999999996803e+00 3.553501400071191529e+00 5.356791784499486120e-01 5.971245613438063565e-02 4.801753940188545471e+02
1.694524800000000000e+09 -6.560342400000000396e+01 2.248962560000000011e+01 2.805517709933497694e-01 5.473270708289038750e-02 2.370000000000000995e+01 -8.000000000000007105e+00 3.696320603125883508e+00 6.691662911901982147e-01 6.211215315879268367e-02 5.167227768068065643e+02
1.694525400000000000e+09 -6.560604159999999752e+01 2.249127999999999972e+01 3.115789516789468916e-01 1.054429275736705890e-01 2.389999999999998792e+01 -1.290000000000000036e+01 3.835976994275372309e+00 8.026257837416437280e-01 6.086523179426475694e-02 5.536159922927238313e+02
1.694526000000000000e+09 -6.560798719999999662e+01 2.249286239999999992e+01 2.260193141534127537e-01 9.803841624189751913e-02 2.099999999999999645e+01 -1.179999999999998828e+01 3.972380120961276351e+00 9.358916097319133209e-01 3.589552285567278178e-02 5.826442186877050062e+02
1.694526600000000000e+09 -6.560883839999999623e+01 2.249403840000000088e+01 2.253383752311041432e-01 6.075888766511345490e-02 2.310000000000000853e+01 -8.499999999999996447e+00 4.105442769816856519e+00 1.068796198960278998e+00 4.688865922685043347e-02 6.074794733124620052e+02
1.694527200000000000e+09 -6.561034879999999703e+01 2.249565760000000125e+01 2.867197509806838629e-01 1.046057295267856790e-01 2.179999999999999716e+01 -1.139999999999998792e+01 4.235080947562488873e+00 1.201170639315382704e+00 5.057985254773551820e-02 6.367200268448377756e+02
1.694527800000000000e+09 -6.561259520000000123e+01 2.249706720000000004e+01 2.465447225253560026e-01 9.177931307502178171e-02 2.669999999999998863e+01 -1.160000000000001030e+01 4.361213874510442068e+00 1.332844880887765315e+00 5.518104059756749613e-02 6.684482947884285977e+02
1.694528400000000000e+09 -6.561400960000000282e+01 2.249805440000000090e+01 1.420456998472811594e-01 8.616342681865131470e-02 2.840000000000000213e+01 -1.450000000000000178e+01 4.483764008960492653e+00 1.463647917521048392e+00 2.784728186792340826e-02 6.933567915280758598e+02
1.694529000000000000e+09 -6.561631359999999802e+01 2.249865919999999875e+01 2.357018329723326866e-01 1.251615431972164794e-01 2.170000000000000995e+01 -2.200000000000001954e+00 4.602657082339368877e+00 1.593407968861998203e+00 4.839374380465745473e-02 7.162290992298501351e+02
1.694529600000000000e+09 -6.561772159999999587e+01 2.249977919999999898e+01 2.514644657012665707e-01 1.502369637464659735e-01 2.620000000000000284e+01 -6.200000000000005507e+00 4.717822093005515249e+00 1.721952728603217908e+00 5.656899826145094651e-02 7.477179218496826252e+02
1.694530200000000000e+09 -6.561921279999999967e+01 2.250135200000000069e+01 1.741835025251916580e-01 7.398979325220604586e-02 2.929999999999999361e+01 -4.299999999999992717e+00 4.829191271309875688e+00 1.849109661351947542e+00 4.785420513003629112e-02 7.790448828671288766e+02
1.694530800000000000e+09 -6.562067840000000274e+01 2.250282079999999851e+01 2.325849980554403340e-01 1.107307804535739570e-01 3.069999999999999574e+01 -6.000000000000005329e-01 4.936700085387005110e+00 1.974706275663064448e+00 7.073920972029873466e-02 8.146229073222294801e+02
1.694531400000000000e+09 -6.562190080000000592e+01 2.250448319999999924e+01 2.920278397323083919e-01 1.416157611044327747e-01 3.149999999999999289e+01 1.899999999999990585e+00 5.040287283033204169e+00 2.098570383493390423e+00 9.467946897666133788e-02 8.642485109313174689e+02
1.694532000000000000e+09 -6.562376319999999907e+01 2.250628479999999954e+01 2.277554886200976458e-01 1.301673331039241155e-01 3.129999999999999361e+01 -4.400000000000003908e+00 5.139894915639145800e+00 2.220530370352688632e+00 6.556010528151788586e-02 9.123203832087712044e+02
1.694532600000000000e+09 -6.562536319999999535e+01 2.250778880000000015e+01 1.606209211950244409e-01 9.415533413010993002e-02 3.350000000000000000e+01 9.999999999998898659e-02 5.235468333968863242e+00 2.340415432294072673e+00 5.390216393446328746e-02 9.481590639735655941e+02
1.694533200000000000e+09 -6.562670719999999847e+01 2.250963199999999986e+01 2.482631706183849596e-01 1.283859867145834832e-01 3.850000000000000000e+01 -4.400000000000003908e+00 5.326956185482984552e+00 2.458055773561460544e+00 8.993233727263653943e-02 9.913094143356955783e+02
1.694533800000000000e+09 -6.562745599999999513e+01 2.251117119999999971e+01 2.356419213930243950e-01 1.100178047036691198e-01 3.309999999999999432e+01 4.499999999999992895e+00 5.414310428930416030e+00 2.573282816404938167e+00 8.294827719275617295e-02 1.043173598675313315e+03
1.694534400000000000e+09 -6.562818559999999479e+01 2.251349599999999995e+01 2.285331703956515470e-01 1.220635643021744515e-01 3.719999999999998863e+01 -8.999999999999896971e-01 5.497486333565183791e+00 2.685929449060969976e+00 8.391576730846279919e-02 1.093232812025679095e+03
1.694535000000000000e+09 -6.562881919999999525e+01 2.251527199999999951e+01 2.121125577233258785e-01 1.278259551890877921e-01 4.239999999999999147e+01 3.000000000000002665e+00 5.576442457372224659e+00 2.795830288128279051e+00 9.377050313036279505e-02 1.146538693157326634e+03
1.694535600000000000e+09 -6.562995840000000669e+01 2.251740639999999871e+01 2.892348096262661317e-01 1.260516568979335450e-01 4.499999999999999289e+01 -1.000000000000000888e+00 5.651140660442121266e+00 2.902821918682634283e+00 1.288951477628404174e-01 1.213338388425287576e+03
1.694536200000000000e+09 -6.563047039999999299e+01 2.251899039999999985e+01 2.416448243151231023e-01 1.340923679899159449e-01 3.820000000000000995e+01 9.899999999999998579e+00 5.721546142897239839e+00 3.006743125358973590e+00 1.055834673193787321e-01 1.283681972949953206e+03
1.694536800000000000e+09 -6.562937599999999350e+01 2.252041279999999901e+01 2.696288151397139288e-01 1.800274616685940132e-01 4.139999999999999147e+01 -4.400000000000003908e+00 5.787627424797056719e+00 3.107435141621025299e+00 1.037051211544234020e-01 1.346468549492093643e+03
1.694537400000000000e+09 -6.562981120000000601e+01 2.252136640000000156e+01 2.109056906894151984e-01 1.584713189308835368e-01 3.780000000000001137e+01 7.899999999999995914e+00 5.849356262073327706e+00 3.204741884755081482e+00 9.224158527613876557e-02 1.405252561421262271e+03
1.694538000000000000e+09 -6.562915839999999434e+01 2.252271199999999851e+01 2.145890226020406300e-01 1.665213244586940533e-01 4.359999999999999432e+01 4.200000000000003730e+00 5.906707563912298120e+00 3.298510172471163848e+00 1.005547094817548642e-01 1.463091449848630418e+03
1.694538600000000000e+09 -6.562881280000000572e+01 2.252399839999999998e+01 1.486283384907625404e-01 1.605586937603424857e-01 5.139999999999999858e+01 3.499999999999992006e+00 5.959659363594915327e+00 3.388589961956022911e+00 8.201452026586392163e-02 1.517862218772916094e+03
1.694539200000000000e+09 -6.562879359999999451e+01 2.252477280000000093e+01 2.364222145392223529e-01 1.842884928530010846e-01 4.099999999999999289e+01 -7.099999999999995204e+00 6.008192842139685297e+00 3.474834563093930129e+00 8.384862496851808178e-02 1.567621162343230935e+03
1.694539800000000000e+09 -6.562941440000000171e+01 2.252549279999999854e+01 2.391407268946526832e-01 1.541622177658644732e-01 4.670000000000000995e+01 -2.600000000000002309e+00 6.052292323702651800e+00 3.557100766730818098e+00 1.076705017978903389e-01 1.625076900373153421e+03
1.694540400000000000e+09 -6.562929280000000176e+01 2.252650080000000088e+01 2.113422796438087226e-01 1.423045875415047123e-01 4.679999999999999716e+01 -2.699999999999991296e+00 6.091945206690087211e+00 3.635248956519223640e+00 9.506596300968186974e-02 1.685897839815424959e+03
1.694541000000000000e+09 -6.562867199999999457e+01 2.252795839999999927e+01 2.664863802399094483e-01 1.676949216150404043e-01 5.510000000000001563e+01 -6.699999999999994849e+00 6.127141914949258528e+00 3.709143278599058124e+00 1.355984357639824500e-01 1.755097159447524518e+03
1.694541600000000000e+09 -6.562830719999999474e+01 2.252938719999999861e+01 2.520268572701527265e-01 1.539190522788146942e-01 5.169999999999998863e+01 -8.899999999999996803e+00 6.157875910872882663e+00 3.778651826364194832e+00 1.165990895558544349e-01 1.830756417043475267e+03
